period,state,price,sales
2022-08-01,Michigan,18.07,3523.58
2022-08-01,Massachusetts,26.46,2131.7
2022-08-01,Maryland,14.24,2799.7
2022-08-01,Maine,21.08,484.67
2022-08-01,Louisiana,14.14,3302.83
2022-08-01,Virginia,14.14,4510.42
2022-08-01,Vermont,19.85,200.63
2022-08-01,Utah,11.33,1294.94
2022-08-01,Texas,14.12,19798.83
2022-08-01,Kentucky,13.57,2691.44
2022-08-01,Kansas,14.77,1700.47
2022-08-01,Iowa,15.37,1449.73
2022-08-01,Indiana,15.15,3564.96
2022-08-01,Illinois,16.73,4908.9
2022-08-01,Idaho,10.73,907.0
2022-08-01,Hawaii,45.56,245.87
2022-08-01,Georgia,15.97,6405.92
2022-08-01,South Dakota,12.98,462.13
2022-08-01,South Carolina,14.27,3364.72
2022-08-01,Rhode Island,21.45,383.4
2022-08-01,Pennsylvania,16.34,5626.34
2022-08-01,Oregon,11.69,1721.75
2022-08-01,Oklahoma,14.31,2915.85
2022-08-01,Ohio,14.87,5284.99
2022-08-01,Pacific Contiguous,21.74,15478.03
2022-08-01,Mountain,13.16,12494.58
2022-08-01,North Dakota,12.76,367.54
2022-08-01,North Carolina,11.87,6309.16
2022-08-01,New York,21.2,5944.88
2022-08-01,New Mexico,14.81,777.41
2022-08-01,New Jersey,17.24,4026.18
2022-08-01,New Hampshire,27.42,518.89
2022-08-01,West South Central,14.05,28104.05
2022-08-01,East South Central,13.95,12625.49
2022-08-01,South Atlantic,14.04,39866.81
2022-08-01,West North Central,14.2,11101.41
2022-08-01,East North Central,16.07,19424.88
2022-08-01,Middle Atlantic,18.43,15597.41
2022-08-01,New England,25.44,5187.44
2022-08-01,Wyoming,11.89,228.54
2022-08-01,Wisconsin,15.72,2142.46
2022-08-01,West Virginia,13.83,951.77
2022-08-01,Washington,10.41,2987.81
2022-08-01,Alabama,15.43,3362.93
2022-08-01,Colorado,14.74,2253.91
2022-08-01,California,26.49,10768.47
2022-08-01,Arkansas,12.83,2086.54
2022-08-01,Arizona,13.18,4654.72
2022-08-01,Alaska,23.86,145.5
2022-08-01,Florida,14.06,14679.97
2022-08-01,District of Columbia,14.06,269.04
2022-08-01,Delaware,13.32,576.11
2022-08-01,Connecticut,26.5,1468.15
2022-08-01,Tennessee,13.81,4536.61
2022-08-01,U.S. Total,15.82,160271.47
2022-07-01,New York,21.88,5637.79
2022-07-01,Rhode Island,19.4,375.06
2022-07-01,Pennsylvania,16.48,5492.33
2022-07-01,Mississippi,12.08,2157.95
2022-07-01,Minnesota,15.25,2258.45
2022-07-01,Michigan,18.11,3738.58
2022-07-01,Massachusetts,23.76,1918.35
2022-07-01,Maryland,14.22,2909.94
2022-07-01,Maine,22.99,399.76
2022-07-01,Louisiana,14.09,3645.42
2022-07-01,Kentucky,13.28,2865.63
2022-07-01,Kansas,14.77,1727.52
2022-07-01,Iowa,15.69,1537.82
2022-07-01,Indiana,14.54,3575.1
2022-07-01,Illinois,16.36,5260.59
2022-07-01,Idaho,11.18,911.24
2022-07-01,Hawaii,45.11,237.32
2022-07-01,Georgia,15.81,6932.03
2022-07-01,Florida,13.91,14660.67
2022-07-01,District of Columbia,13.86,270.17
2022-07-01,Delaware,13.38,530.45
2022-07-01,Connecticut,19.39,1470.26
2022-07-01,Colorado,14.42,2278.18
2022-07-01,California,26.18,8972.99
2022-07-01,Arkansas,12.93,2211.68
2022-07-01,Arizona,13.08,5160.66
2022-07-01,Alaska,24.36,145.54
2022-07-01,U.S. Total,15.31,164276.58
2022-07-01,Pacific Noncontiguous,37.22,382.86
2022-07-01,Pacific Contiguous,21.09,13491.56
2022-07-01,Mountain,13.1,13318.8
2022-07-01,West South Central,13.65,29833.33
2022-07-01,East South Central,13.39,13545.12
2022-07-01,South Atlantic,13.87,41472.51
2022-07-01,West North Central,14.16,11616.51
2022-07-01,East North Central,15.82,20474.23
2022-07-01,Middle Atlantic,18.64,15302.25
2022-07-01,New England,21.68,4839.42
2022-07-01,Wyoming,11.8,238.3
2022-07-01,Wisconsin,15.66,2267.75
2022-07-01,West Virginia,13.74,953.0
2022-07-01,Washington,10.45,2820.2
2022-07-01,Virginia,14.23,4873.58
2022-07-01,New Mexico,14.84,819.07
2022-07-01,New Jersey,17.1,4172.13
2022-07-01,New Hampshire,21.77,482.45
2022-07-01,Nevada,13.48,2034.01
2022-07-01,Vermont,19.89,193.54
2022-07-01,Utah,11.4,1454.03
2022-07-01,Texas,13.71,20742.41
2022-07-01,Tennessee,12.93,4814.4
2022-07-01,South Dakota,13.0,467.45
2022-07-01,South Carolina,13.7,3661.56
2022-07-01,Nebraska,11.9,1114.99
2022-07-01,Montana,11.66,423.31
2022-07-01,Missouri,13.62,4131.87
2022-07-01,Alabama,14.83,3707.14
2022-07-01,Oregon,11.82,1698.37
2022-07-01,Oklahoma,13.22,3233.83
2022-07-01,Ohio,14.66,5632.2
2022-07-01,North Dakota,12.56,378.42
2022-07-01,North Carolina,11.52,6681.09
2022-06-01,Michigan,18.2,3130.84
2022-06-01,South Atlantic,13.62,35737.46
2022-06-01,West North Central,13.95,9561.21
2022-06-01,U.S. Total,15.3,136310.29
2022-06-01,Pacific Noncontiguous,36.61,362.99
2022-06-01,Tennessee,12.2,3742.43
2022-06-01,South Dakota,13.25,372.64
2022-06-01,South Carolina,13.67,3142.33
2022-06-01,Rhode Island,23.52,195.27
2022-06-01,Pennsylvania,16.36,4383.47
2022-06-01,Oregon,11.88,1354.86
2022-06-01,Pacific Contiguous,22.32,11516.1
2022-06-01,Mountain,13.03,10753.67
2022-06-01,West South Central,13.34,25052.96
2022-06-01,East South Central,13.14,11165.42
2022-06-01,East North Central,15.8,17117.12
2022-06-01,Middle Atlantic,18.78,11433.85
2022-06-01,New England,24.46,3609.5
2022-06-01,West Virginia,13.73,812.67
2022-06-01,Washington,10.52,2560.68
2022-06-01,Virginia,13.32,3856.94
2022-06-01,Vermont,20.16,157.8
2022-06-01,Utah,11.09,1024.19
2022-06-01,Wyoming,11.74,199.91
2022-06-01,Wisconsin,16.2,1938.92
2022-06-01,Texas,13.49,17653.24
2022-06-01,Massachusetts,25.02,1492.61
2022-06-01,Maryland,14.61,2274.33
2022-06-01,Maine,24.11,356.44
2022-06-01,Louisiana,13.04,3232.64
2022-06-01,Kentucky,13.16,2344.69
2022-06-01,Kansas,14.38,1448.26
2022-06-01,Iowa,15.06,1267.72
2022-06-01,Indiana,14.41,2924.82
2022-06-01,Illinois,16.58,4444.2
2022-06-01,Idaho,11.32,644.2
2022-06-01,Hawaii,44.31,224.56
2022-06-01,Georgia,15.07,6175.89
2022-06-01,Florida,13.85,13111.17
2022-06-01,District of Columbia,13.82,225.96
2022-06-01,Delaware,13.34,417.58
2022-06-01,Connecticut,25.25,1042.16
2022-06-01,Colorado,14.29,1810.53
2022-06-01,California,28.16,7600.56
2022-06-01,Arkansas,12.78,1667.65
2022-06-01,Arizona,13.21,4415.54
2022-06-01,Alaska,24.11,138.42
2022-06-01,Alabama,14.64,3246.5
2022-06-01,Oklahoma,13.02,2499.43
2022-06-01,Ohio,14.15,4678.34
2022-06-01,North Dakota,13.14,321.93
2022-06-01,North Carolina,11.33,5720.59
2022-06-01,New York,22.36,4263.38
2022-06-01,New Mexico,13.87,710.19
2022-06-01,New Jersey,17.13,2787.01
2022-06-01,New Hampshire,22.67,365.22
2022-06-01,Nevada,13.16,1581.22
2022-06-01,Nebraska,11.46,902.83
2022-06-01,Montana,11.56,367.88
2022-06-01,Missouri,13.52,3328.58
2022-06-01,Mississippi,12.39,1831.8
2022-06-01,Minnesota,15.1,1919.26
2022-05-01,Virginia,12.82,3118.7
2022-05-01,Michigan,17.94,2584.36
2022-05-01,Massachusetts,23.72,1408.67
2022-05-01,Maryland,14.17,1859.19
2022-05-01,Maine,25.67,353.65
2022-05-01,Louisiana,12.22,2389.14
2022-05-01,Delaware,14.29,339.4
2022-05-01,Connecticut,24.8,922.88
2022-05-01,Colorado,13.67,1458.34
2022-05-01,Kentucky,12.85,1843.05
2022-05-01,Hawaii,43.31,223.89
2022-05-01,Georgia,14.19,4723.07
2022-05-01,Florida,13.52,11237.8
2022-05-01,District of Columbia,14.83,170.96
2022-05-01,Kansas,13.98,1050.84
2022-05-01,Iowa,14.19,1043.92
2022-05-01,Indiana,14.93,2336.0
2022-05-01,Illinois,15.02,3557.28
2022-05-01,Idaho,10.25,635.14
2022-05-01,Nebraska,11.12,719.36
2022-05-01,Montana,11.17,418.28
2022-05-01,Missouri,11.4,2498.09
2022-05-01,Mississippi,12.87,1338.03
2022-05-01,Minnesota,14.6,1640.84
2022-05-01,California,27.21,6186.96
2022-05-01,Arkansas,12.4,1246.57
2022-05-01,Arizona,13.15,3244.68
2022-05-01,Alaska,24.13,150.03
2022-05-01,Alabama,14.13,2494.73
2022-05-01,U.S. Total,14.89,110070.73
2022-05-01,Pacific Noncontiguous,35.62,373.92
2022-05-01,Pacific Contiguous,20.52,10444.04
2022-05-01,Mountain,12.66,8351.45
2022-05-01,West South Central,13.03,18913.79
2022-05-01,East South Central,12.91,8548.26
2022-05-01,South Atlantic,13.32,29262.5
2022-05-01,West North Central,12.87,7634.22
2022-05-01,East North Central,15.29,13750.36
2022-05-01,Middle Atlantic,18.1,9380.28
2022-05-01,New England,23.73,3411.92
2022-05-01,Wyoming,11.5,207.1
2022-05-01,Vermont,20.25,153.2
2022-05-01,Utah,10.48,765.79
2022-05-01,Texas,13.34,13439.91
2022-05-01,Tennessee,11.89,2872.45
2022-05-01,South Dakota,12.56,354.65
2022-05-01,South Carolina,13.46,2486.59
2022-05-01,Rhode Island,19.93,234.29
2022-05-01,Pennsylvania,15.07,3623.74
2022-05-01,Oregon,11.65,1430.98
2022-05-01,Wisconsin,16.13,1648.68
2022-05-01,Oklahoma,12.28,1838.17
2022-05-01,Ohio,13.54,3624.04
2022-05-01,North Dakota,11.92,326.53
2022-05-01,North Carolina,11.68,4626.28
2022-05-01,New York,21.86,3604.33
2022-05-01,New Mexico,12.64,530.33
2022-05-01,New Jersey,16.93,2152.2
2022-05-01,New Hampshire,23.02,339.22
2022-05-01,Nevada,13.55,1091.8
2022-05-01,West Virginia,13.96,700.52
2022-05-01,Washington,10.37,2826.1
2022-04-01,South Dakota,11.96,406.99
2022-04-01,Oregon,11.29,1623.76
2022-04-01,Oklahoma,12.24,1389.71
2022-04-01,Ohio,13.01,3530.0
2022-04-01,North Dakota,10.5,406.55
2022-04-01,North Carolina,11.8,3743.02
2022-04-01,New York,21.06,3536.88
2022-04-01,New Mexico,13.43,431.16
2022-04-01,New Jersey,16.97,1761.8
2022-04-01,New Hampshire,23.13,337.93
2022-04-01,Nevada,13.88,811.85
2022-04-01,Nebraska,10.93,703.65
2022-04-01,Montana,10.96,457.03
2022-04-01,Missouri,10.98,2299.89
2022-04-01,Mississippi,12.92,1130.03
2022-04-01,Minnesota,13.96,1689.31
2022-04-01,Michigan,17.76,2456.34
2022-04-01,Massachusetts,24.21,1491.47
2022-04-01,Maryland,14.11,1779.49
2022-04-01,U.S. Total,14.57,97431.84
2022-04-01,South Carolina,13.48,1903.33
2022-04-01,Rhode Island,20.27,274.77
2022-04-01,Pennsylvania,14.83,3826.91
2022-04-01,Pacific Noncontiguous,33.66,372.03
2022-04-01,Pacific Contiguous,17.28,10441.63
2022-04-01,Mountain,12.56,7128.98
2022-04-01,West South Central,12.95,14501.72
2022-04-01,Alabama,14.1,1987.43
2022-04-01,Arkansas,11.95,1155.1
2022-04-01,Arizona,13.14,2403.24
2022-04-01,Alaska,22.83,159.84
2022-04-01,Kentucky,12.7,1701.29
2022-04-01,Kansas,13.96,826.34
2022-04-01,Iowa,12.16,1058.43
2022-04-01,Indiana,14.31,2199.15
2022-04-01,Illinois,14.98,2890.08
2022-04-01,Idaho,9.82,717.07
2022-04-01,Hawaii,41.81,212.19
2022-04-01,Georgia,13.23,3695.38
2022-04-01,Florida,13.67,9418.53
2022-04-01,District of Columbia,13.72,159.15
2022-04-01,Delaware,13.32,333.51
2022-04-01,Connecticut,27.1,849.41
2022-04-01,Colorado,13.71,1384.88
2022-04-01,California,23.28,5531.4
2022-04-01,Maine,25.29,397.85
2022-04-01,Louisiana,12.25,1823.82
2022-04-01,East South Central,12.77,7632.35
2022-04-01,South Atlantic,13.2,24610.65
2022-04-01,West North Central,12.19,7391.15
2022-04-01,East North Central,14.92,12717.5
2022-04-01,Middle Atlantic,17.66,9125.58
2022-04-01,New England,24.43,3510.26
2022-04-01,Wyoming,11.05,236.23
2022-04-01,Wisconsin,15.51,1641.92
2022-04-01,West Virginia,13.22,733.18
2022-04-01,Washington,10.14,3286.47
2022-04-01,Virginia,12.66,2845.05
2022-04-01,Vermont,20.02,158.82
2022-04-01,Utah,10.52,687.53
2022-04-01,Texas,13.29,10133.09
2022-04-01,Tennessee,11.81,2813.59
2022-03-01,Connecticut,25.62,1021.63
2022-03-01,Oklahoma,11.08,1748.81
2022-03-01,Ohio,12.72,4270.12
2022-03-01,North Dakota,10.03,503.03
2022-03-01,North Carolina,11.79,4370.83
2022-03-01,New York,20.75,4116.52
2022-03-01,Colorado,13.53,1619.54
2022-03-01,California,26.37,6264.94
2022-03-01,Arkansas,11.06,1531.27
2022-03-01,Arizona,12.66,2180.2
2022-03-01,Alaska,22.89,183.64
2022-03-01,Alabama,13.56,2255.44
2022-03-01,Mountain,12.24,7529.95
2022-03-01,West South Central,12.42,16979.42
2022-03-01,East South Central,12.24,8901.14
2022-03-01,South Atlantic,12.98,27366.28
2022-03-01,West North Central,11.64,8869.59
2022-03-01,East North Central,14.56,14881.58
2022-03-01,Middle Atlantic,17.39,10626.41
2022-03-01,New England,24.47,3977.75
2022-03-01,Wyoming,10.67,277.03
2022-03-01,Wisconsin,15.32,1856.23
2022-03-01,West Virginia,13.32,928.1
2022-03-01,Washington,10.14,3842.14
2022-03-01,Virginia,12.37,3452.7
2022-03-01,Vermont,19.61,188.09
2022-03-01,Utah,10.45,781.6
2022-03-01,Texas,13.01,11516.69
2022-03-01,Tennessee,11.37,3286.48
2022-03-01,South Dakota,11.25,485.54
2022-03-01,South Carolina,13.38,2154.03
2022-03-01,Rhode Island,23.48,244.49
2022-03-01,Pennsylvania,14.59,4571.01
2022-03-01,Oregon,11.07,1796.39
2022-03-01,New Mexico,13.22,530.74
2022-03-01,New Jersey,16.86,1938.89
2022-03-01,New Hampshire,22.94,403.51
2022-03-01,Nevada,13.38,788.96
2022-03-01,Nebraska,10.18,919.42
2022-03-01,Montana,10.71,541.4
2022-03-01,Georgia,12.66,4152.0
2022-03-01,Missouri,10.53,2752.87
2022-03-01,Mississippi,12.44,1350.69
2022-03-01,Minnesota,13.49,2019.23
2022-03-01,U.S. Total,14.41,111438.59
2022-03-01,Pacific Noncontiguous,32.31,403.01
2022-03-01,Pacific Contiguous,18.82,11903.47
2022-03-01,Idaho,10.02,810.47
2022-03-01,Hawaii,40.19,219.37
2022-03-01,Michigan,17.46,2768.19
2022-03-01,Massachusetts,25.29,1626.34
2022-03-01,Maryland,14.14,2172.66
2022-03-01,Maine,22.97,493.69
2022-03-01,Louisiana,11.3,2182.65
2022-03-01,Kentucky,12.05,2008.53
2022-03-01,Kansas,13.18,968.64
2022-03-01,Iowa,11.78,1220.85
2022-03-01,Indiana,13.94,2674.03
2022-03-01,Illinois,14.57,3313.0
2022-03-01,Florida,13.47,9507.72
2022-03-01,District of Columbia,14.09,199.05
2022-03-01,Delaware,13.14,429.21
2022-02-01,Idaho,9.71,942.0
2022-02-01,U.S. Total,13.76,125342.3
2022-02-01,Pacific Noncontiguous,30.39,381.59
2022-02-01,Pacific Contiguous,17.76,11460.31
2022-02-01,Mountain,12.09,7731.56
2022-02-01,West South Central,11.82,19728.79
2022-02-01,East South Central,11.59,11423.85
2022-02-01,South Atlantic,12.47,31804.0
2022-02-01,West North Central,10.98,10124.91
2022-02-01,East North Central,14.05,16646.11
2022-02-01,Middle Atlantic,17.31,11735.78
2022-02-01,New England,24.6,4305.4
2022-02-01,Virginia,11.93,4617.31
2022-02-01,Vermont,19.0,206.57
2022-02-01,Utah,10.49,806.38
2022-02-01,Texas,12.48,13162.49
2022-02-01,Tennessee,10.79,4463.76
2022-02-01,South Dakota,11.2,520.88
2022-02-01,Wyoming,10.31,307.57
2022-02-01,Wisconsin,15.1,1950.82
2022-02-01,West Virginia,11.9,1139.29
2022-02-01,Washington,10.04,3880.37
2022-02-01,Ohio,12.52,4800.5
2022-02-01,North Dakota,9.66,574.13
2022-02-01,North Carolina,10.83,5812.36
2022-02-01,New York,21.64,4343.21
2022-02-01,Hawaii,38.36,194.68
2022-02-01,New Mexico,13.02,576.05
2022-02-01,New Jersey,15.7,2128.74
2022-02-01,New Hampshire,22.11,437.79
2022-02-01,Nevada,13.17,809.46
2022-02-01,Nebraska,9.63,979.24
2022-02-01,Montana,10.38,579.66
2022-02-01,Missouri,9.51,3496.78
2022-02-01,Mississippi,11.55,1670.95
2022-02-01,Minnesota,13.28,2099.14
2022-02-01,Michigan,17.24,2877.33
2022-02-01,Massachusetts,25.57,1810.21
2022-02-01,Georgia,11.67,4802.64
2022-02-01,Florida,13.74,9469.63
2022-02-01,District of Columbia,13.42,214.52
2022-02-01,Delaware,12.21,492.81
2022-02-01,Connecticut,26.49,1105.95
2022-02-01,Colorado,13.54,1554.78
2022-02-01,California,25.34,5666.63
2022-02-01,Maryland,14.04,2533.58
2022-02-01,Maine,20.88,501.11
2022-02-01,Louisiana,10.73,2658.5
2022-02-01,Kentucky,11.5,2554.45
2022-02-01,South Carolina,12.6,2721.87
2022-02-01,Rhode Island,25.7,243.78
2022-02-01,Pennsylvania,14.38,5263.83
2022-02-01,Oregon,11.0,1913.32
2022-02-01,Arkansas,10.39,1796.18
2022-02-01,Arizona,12.73,2155.65
2022-02-01,Alaska,22.08,186.91
2022-02-01,Alabama,13.01,2734.68
2022-02-01,Oklahoma,10.28,2111.63
2022-02-01,Kansas,12.54,1125.29
2022-02-01,Iowa,11.39,1329.45
2022-02-01,Indiana,13.07,3166.2
2022-02-01,Illinois,13.83,3851.26
2022-01-01,Utah,10.21,916.7
2022-01-01,Florida,13.45,9751.39
2022-01-01,Indiana,13.08,3478.58
2022-01-01,Illinois,12.92,4501.04
2022-01-01,Idaho,9.85,1105.06
2022-01-01,Hawaii,37.62,242.01
2022-01-01,Georgia,11.44,5805.35
2022-01-01,Michigan,17.22,3350.34
2022-01-01,Massachusetts,25.27,1886.4
2022-01-01,Maryland,13.38,3205.66
2022-01-01,Montana,10.63,666.33
2022-01-01,Missouri,9.62,3771.33
2022-01-01,Mississippi,11.27,1681.39
2022-01-01,Minnesota,12.84,2418.71
2022-01-01,Iowa,11.03,1684.04
2022-01-01,District of Columbia,13.22,258.14
2022-01-01,Delaware,12.22,528.3
2022-01-01,Connecticut,22.27,1375.75
2022-01-01,Colorado,13.52,1746.44
2022-01-01,California,23.07,8196.97
2022-01-01,North Dakota,9.45,657.85
2022-01-01,North Carolina,10.52,6241.22
2022-01-01,New York,21.05,4674.76
2022-01-01,New Mexico,12.9,624.3
2022-01-01,New Jersey,16.27,2735.27
2022-01-01,New Hampshire,21.23,500.75
2022-01-01,Nevada,12.93,953.33
2022-01-01,Nebraska,9.29,1135.72
2022-01-01,Maine,18.27,547.68
2022-01-01,Louisiana,11.45,2618.86
2022-01-01,Kentucky,11.99,2857.73
2022-01-01,Kansas,12.39,1246.27
2022-01-01,Arkansas,10.5,1765.72
2022-01-01,Arizona,12.39,2524.22
2022-01-01,Alaska,22.17,227.52
2022-01-01,Alabama,12.75,3256.49
2022-01-01,Vermont,19.17,238.5
2022-01-01,Virginia,11.97,5106.42
2022-01-01,Washington,9.94,4571.38
2022-01-01,West Virginia,11.93,1392.98
2022-01-01,Wisconsin,14.95,2292.34
2022-01-01,Wyoming,10.27,331.79
2022-01-01,New England,22.8,4832.9
2022-01-01,Mountain,11.95,8868.19
2022-01-01,Pacific Contiguous,17.25,15019.84
2022-01-01,Pacific Noncontiguous,30.13,469.53
2022-01-01,U.S. Total,13.64,140504.07
2022-01-01,Oregon,10.93,2251.49
2022-01-01,Pennsylvania,14.09,6165.95
2022-01-01,Rhode Island,23.56,283.82
2022-01-01,South Carolina,12.3,3088.57
2022-01-01,South Dakota,10.96,573.41
2022-01-01,Tennessee,11.4,4089.69
2022-01-01,Texas,12.45,13227.85
2022-01-01,Middle Atlantic,16.93,13575.98
2022-01-01,East North Central,13.8,19087.7
2022-01-01,West North Central,10.83,11487.32
2022-01-01,South Atlantic,12.2,35378.04
2022-01-01,East South Central,11.89,11885.31
2022-01-01,West South Central,11.87,19899.27
2022-01-01,Ohio,12.4,5465.41
2022-01-01,Oklahoma,10.04,2286.83
2021-12-01,Colorado,13.51,1662.52
2021-12-01,East North Central,14.09,16058.05
2021-12-01,Montana,11.12,558.78
2021-12-01,Missouri,10.54,2822.8
2021-12-01,Wyoming,10.6,298.27
2021-12-01,Washington,10.09,4254.52
2021-12-01,Virginia,11.71,4186.48
2021-12-01,Middle Atlantic,16.6,11441.43
2021-12-01,New England,22.07,4191.11
2021-12-01,Wisconsin,14.2,2031.74
2021-12-01,West Virginia,11.82,1065.04
2021-12-01,Texas,12.56,10235.03
2021-12-01,Tennessee,11.56,3430.09
2021-12-01,Vermont,19.58,204.79
2021-12-01,Utah,10.15,914.27
2021-12-01,Illinois,13.4,3735.34
2021-12-01,East South Central,11.25,9290.15
2021-12-01,South Atlantic,12.1,29453.35
2021-12-01,West North Central,11.39,9235.75
2021-12-01,Maine,17.9,495.5
2021-12-01,Indiana,13.57,2785.56
2021-12-01,Oregon,11.2,2234.45
2021-12-01,Oklahoma,10.7,1682.73
2021-12-01,Ohio,12.81,4477.89
2021-12-01,Mississippi,11.82,1319.64
2021-12-01,Idaho,10.31,985.28
2021-12-01,Minnesota,12.89,2122.98
2021-12-01,Michigan,17.26,3027.52
2021-12-01,Massachusetts,24.32,1631.28
2021-12-01,Maryland,14.07,2412.35
2021-12-01,Florida,12.09,9233.03
2021-12-01,South Carolina,12.8,2459.24
2021-12-01,Rhode Island,25.17,232.56
2021-12-01,Pennsylvania,14.37,4975.09
2021-12-01,North Carolina,11.14,5043.47
2021-12-01,New York,19.56,4223.9
2021-12-01,South Dakota,11.5,482.73
2021-12-01,North Dakota,9.36,563.25
2021-12-01,Arkansas,10.99,1390.34
2021-12-01,Arizona,12.62,2361.34
2021-12-01,Alaska,22.14,224.38
2021-12-01,Alabama,9.66,2385.84
2021-12-01,New Mexico,13.03,582.36
2021-12-01,Hawaii,35.85,249.68
2021-12-01,Georgia,12.07,4425.87
2021-12-01,New Jersey,15.97,2242.44
2021-12-01,West South Central,12.08,15350.59
2021-12-01,Pacific Noncontiguous,29.36,474.07
2021-12-01,Pacific Contiguous,17.34,13871.74
2021-12-01,Mountain,12.06,8329.27
2021-12-01,U.S. Total,13.72,117695.51
2021-12-01,Louisiana,11.56,2042.49
2021-12-01,Kentucky,12.19,2154.58
2021-12-01,Kansas,12.75,992.08
2021-12-01,Nevada,12.18,966.46
2021-12-01,Nebraska,10.11,936.42
2021-12-01,New Hampshire,21.02,450.49
2021-12-01,Iowa,11.52,1315.48
2021-12-01,District of Columbia,13.34,201.24
2021-12-01,Delaware,12.57,426.63
2021-12-01,California,23.38,7382.77
2021-12-01,Connecticut,20.93,1176.49
2021-11-01,Maine,18.19,365.25
2021-11-01,South Dakota,11.94,371.7
2021-11-01,Alaska,22.56,197.2
2021-11-01,Alabama,13.3,2229.24
2021-11-01,U.S. Total,14.07,100590.97
2021-11-01,Pacific Noncontiguous,29.21,434.01
2021-11-01,Pacific Contiguous,17.93,10516.86
2021-11-01,Florida,12.49,8626.88
2021-11-01,District of Columbia,14.07,176.7
2021-11-01,Delaware,13.86,332.63
2021-11-01,Connecticut,21.4,934.75
2021-11-01,Colorado,13.77,1386.6
2021-11-01,California,23.87,5795.62
2021-11-01,Arkansas,11.68,1208.3
2021-11-01,Arizona,12.31,2032.86
2021-11-01,Mountain,12.16,6839.05
2021-11-01,West South Central,12.41,14062.42
2021-11-01,East South Central,12.36,8222.12
2021-11-01,South Atlantic,12.44,25928.05
2021-11-01,West North Central,12.01,7486.83
2021-11-01,East North Central,14.64,13901.09
2021-11-01,Middle Atlantic,16.72,9731.66
2021-11-01,New England,21.87,3468.89
2021-11-01,Wyoming,10.93,236.78
2021-11-01,Wisconsin,14.7,1692.85
2021-11-01,West Virginia,12.89,904.51
2021-11-01,Washington,10.22,3083.41
2021-11-01,Virginia,11.81,3363.4
2021-11-01,Vermont,20.13,171.58
2021-11-01,Utah,10.21,756.35
2021-11-01,Texas,12.78,9391.57
2021-11-01,Tennessee,11.61,2869.67
2021-11-01,Kentucky,12.49,1910.99
2021-11-01,Kansas,13.37,864.8
2021-11-01,Iowa,12.22,968.37
2021-11-01,Indiana,14.27,2427.67
2021-11-01,Illinois,14.33,3251.76
2021-11-01,Idaho,10.19,754.09
2021-11-01,Hawaii,34.74,236.81
2021-11-01,Georgia,12.27,4173.76
2021-11-01,South Carolina,13.78,2112.82
2021-11-01,Rhode Island,22.84,213.12
2021-11-01,Pennsylvania,14.13,4234.89
2021-11-01,New Mexico,13.52,468.78
2021-11-01,New Jersey,16.13,1919.16
2021-11-01,New Hampshire,21.16,341.23
2021-11-01,Nevada,12.67,768.4
2021-11-01,Oregon,11.43,1637.83
2021-11-01,Oklahoma,11.65,1455.18
2021-11-01,Ohio,13.06,3869.87
2021-11-01,North Dakota,10.91,404.72
2021-11-01,North Carolina,11.44,4168.05
2021-11-01,New York,20.09,3577.61
2021-11-01,Nebraska,10.83,722.18
2021-11-01,Montana,11.38,435.18
2021-11-01,Missouri,10.92,2442.51
2021-11-01,Mississippi,12.23,1212.22
2021-11-01,Minnesota,13.54,1712.56
2021-11-01,Louisiana,11.66,2007.37
2021-11-01,Michigan,17.61,2658.93
2021-11-01,Massachusetts,23.33,1442.96
2021-11-01,Maryland,13.65,2069.3
2021-10-01,Alabama,13.7,2229.73
2021-10-01,Louisiana,11.69,2311.69
2021-10-01,Kentucky,12.28,1695.22
2021-10-01,Kansas,13.19,926.29
2021-10-01,South Carolina,13.49,2259.29
2021-10-01,U.S. Total,14.06,103992.21
2021-10-01,Pacific Noncontiguous,29.92,406.38
2021-10-01,Pacific Contiguous,17.6,10264.27
2021-10-01,Rhode Island,22.39,230.72
2021-10-01,Pennsylvania,14.49,3659.65
2021-10-01,Oregon,11.77,1428.37
2021-10-01,Oklahoma,12.91,1588.3
2021-10-01,New York,20.66,3707.84
2021-10-01,New Mexico,13.62,496.79
2021-10-01,Ohio,13.28,3605.38
2021-10-01,North Dakota,11.63,304.83
2021-10-01,North Carolina,12.1,4070.15
2021-10-01,New Jersey,16.18,1868.04
2021-10-01,New Hampshire,21.06,314.5
2021-10-01,Nevada,12.58,837.66
2021-10-01,Nebraska,11.35,677.89
2021-10-01,Montana,11.71,346.69
2021-10-01,Missouri,11.2,2274.63
2021-10-01,Mississippi,11.8,1397.98
2021-10-01,Tennessee,11.43,2882.82
2021-10-01,South Dakota,12.67,331.46
2021-10-01,Mountain,12.51,7116.57
2021-10-01,West South Central,12.39,17464.54
2021-10-01,East South Central,12.28,8205.75
2021-10-01,South Atlantic,12.57,27739.35
2021-10-01,West North Central,12.39,7090.65
2021-10-01,East North Central,14.72,13143.32
2021-10-01,Middle Atlantic,17.31,9235.53
2021-10-01,New England,21.9,3325.86
2021-10-01,Wyoming,11.66,190.62
2021-10-01,Wisconsin,14.92,1606.31
2021-10-01,West Virginia,13.66,661.77
2021-10-01,Washington,10.39,2642.22
2021-10-01,Virginia,12.37,2960.91
2021-10-01,Vermont,20.55,154.54
2021-10-01,Utah,10.46,720.91
2021-10-01,Texas,12.54,12235.32
